"quarter","inflation_author","unemployment_author","tbill_rate_author","inflation_fred","unemployment_fred","tbill_rate_fred","inflation_diff","unemployment_diff","tbill_rate_diff"
"2003Q3",2.1744755,6.2,0.9,2.03124417536831,6.13333333333333,0.93,-0.143231324631692,-0.0666666666666673,0.0299999999999999
"2003Q4",2.1710539,6,0.92,2.02991889327855,5.83333333333333,0.916666666666667,-0.141135006721452,-0.166666666666667,-0.0033333333333333
"2004Q1",2.3150688,5.7,0.88,2.2099132385053,5.7,0.916666666666667,-0.105155561494699,0,0.0366666666666666
"2004Q2",2.9186621,5.5,0.94,2.67289375858137,5.6,1.07666666666667,-0.245768341418626,0.0999999999999996,0.136666666666667
"2004Q3",2.9338936,5.5,1.33,2.73229867851787,5.43333333333333,1.48666666666667,-0.201594921482125,-0.0666666666666664,0.156666666666667
"2004Q4",3.1771203,5.4,1.76,2.92337199784232,5.43333333333333,2.00666666666667,-0.253748302157683,0.0333333333333332,0.246666666666667
"2005Q1",3.1130419,5.2,2.33,2.97235582090911,5.3,2.53666666666667,-0.140686079090888,0.0999999999999996,0.206666666666667
"2005Q2",2.8001685,5.1,2.78,2.89088785307969,5.1,2.86333333333333,0.0907193530796935,0,0.0833333333333335
"2005Q3",3.0935632,5,3.22,3.20319146376118,4.96666666666667,3.36,0.109628263761179,-0.0333333333333332,0.14
"2005Q4",3.1082181,4.9,3.71,3.2262649360626,4.96666666666667,3.82666666666667,0.118046836062595,0.0666666666666664,0.116666666666667
"2006Q1",3.0558095,4.7,4.24,3.15876828693593,4.73333333333333,4.39333333333333,0.102958786935931,0.0333333333333332,0.153333333333333
"2006Q2",3.2754457,4.7,4.6,3.31408201778158,4.63333333333333,4.70333333333333,0.0386363177815832,-0.0666666666666673,0.103333333333333
"2006Q3",2.9096952,4.8,4.95,3.10258011066349,4.63333333333333,4.90666666666667,0.192884910663489,-0.166666666666666,-0.0433333333333339
